"","country","Region","year","population","life","gdp"
"34700","Brazil","America","1925",27660862,32.1919,1797
"34701","Brunei","East Asia & Pacific","1925",25463,39.1442846153846,2165
"34702","Bulgaria","Europe & Central Asia","1925",5085764,45.0296666666667,1544
"34703","Burkina Faso","Sub-Saharan Africa","1925",3442161,29.7705,536
"34704","Burundi","Sub-Saharan Africa","1925",1823651,28.0867,473
"34705","Cambodia","East Asia & Pacific","1925",3326194,35.5838,1059
"34706","Cameroon","Sub-Saharan Africa","1925",2506103,29.3597,1107
"34707","Canada","America","1925",8764205,59.305,7211
"34708","Cape Verde","Sub-Saharan Africa","1925",135600,34.6487,808
"34709","Chad","Sub-Saharan Africa","1925",1484476,31.9269,802
"34710","Chile","America","1925",3760459,35.0176,4613
"34711","China","East Asia & Pacific","1925",462750597,31.73492,1035
"34712","Colombia","America","1925",6394596,32.5197,2038
"34713","Comoros","Sub-Saharan Africa","1925",122773,32.4083,790
"34714","Congo, Dem. Rep.","Sub-Saharan Africa","1925",9945931,32.1283,973
"34715","Congo, Rep.","Sub-Saharan Africa","1925",646890,32.531,1036
"34716","Costa Rica","America","1925",420818,39.0308,2448
"34717","Cote d'Ivoire","Sub-Saharan Africa","1925",2129255,31.9768,1489
"34718","Croatia","Europe & Central Asia","1925",2959916,39.9870666666667,3759
"34719","Cuba","America","1925",3067116,39.02906,4775
"34720","Cyprus","Europe & Central Asia","1925",308148,48.3464,2885
"34721","Denmark","Europe & Central Asia","1925",3242599,61.952,7951
"34722","Djibouti","Middle East & North Africa","1925",48984,30.894,1524
"34723","Ecuador","America","1925",1869330,33.3709,1495
"34724","Egypt","Middle East & North Africa","1925",13103160,32.9521,1523
"34725","El Salvador","America","1925",1171634,29.0402,2225
"34726","Equatorial Guinea","Sub-Saharan Africa","1925",113669,30.5247,444
"34727","Eritrea","Sub-Saharan Africa","1925",767181,30.7571,713
"34728","Estonia","Europe & Central Asia","1925",835438,54.9623378317073,2661
"34729","Ethiopia","Sub-Saharan Africa","1925",11856154,29.8851,552
"34730","Fiji","East Asia & Pacific","1925",155276,26.4743,1456
"34731","Finland","Europe & Central Asia","1925",3140763,53.404,3914
"34732","France","Europe & Central Asia","1925",39069937,54.424,6075
"34733","Gabon","Sub-Saharan Africa","1925",369219,31.353,465
"34734","Gambia","Sub-Saharan Africa","1925",217254,30.1176,912
"34735","Georgia","Europe & Central Asia","1925",2673184,39.1354,793
"34736","Germany","Europe & Central Asia","1925",62277173,57.4395843006635,5857
"34737","Ghana","Sub-Saharan Africa","1925",2420362,28.5961,2094
"34738","Greece","Europe & Central Asia","1925",5640215,47.2351,4562
"34739","Greenland","Europe & Central Asia","1925",18711,36.9991847632117,1539
"34740","Grenada","America","1925",66462,40.2557,1503
"34741","Guatemala","America","1925",1723811,25.7693030769231,2220
"34742","Guinea","Sub-Saharan Africa","1925",2370207,31.7675034482758,564
"34743","Guinea-Bissau","Sub-Saharan Africa","1925",436906,32.0346,844
"34744","Guyana","America","1925",326874,37.9699222222222,2766
"34745","Haiti","America","1925",2144973,28.9796,1849
"34746","Honduras","America","1925",733457,34.449,2515
"34747","Hong Kong, China","East Asia & Pacific","1925",637575,39.4368333333333,2451
"34748","Hungary","Europe & Central Asia","1925",7956033,46.13992,4419
"34749","Iceland","Europe & Central Asia","1925",117013,58.229,3108
"34750","India","South Asia","1925",267795301,26.6072,1254
"34751","Indonesia","East Asia & Pacific","1925",47287780,30.4312,1562
"34752","Iran","Middle East & North Africa","1925",11758739,25.9644,2008
"34753","Iraq","Middle East & North Africa","1925",3017350,31.6901,2033
"34754","Ireland","Europe & Central Asia","1925",3071970,57.3776666666667,4409
"34755","Israel","Middle East & North Africa","1925",430747,31.9915,1405
"34756","Italy","Europe & Central Asia","1925",37422220,51.304,5580
"34757","Jamaica","America","1925",854667,38.8841,1410
"34758","Japan","East Asia & Pacific","1925",55545937,44.455144,2705
"34759","Jordan","Middle East & North Africa","1925",351638,32.0129,2056
"34760","Kazakhstan","Europe & Central Asia","1925",5077760,33.6658,2307
"34761","Kenya","Sub-Saharan Africa","1925",2647683,25.18318,1444
"34762","Kiribati","East Asia & Pacific","1925",30111,24.8878,858
"34763","Kuwait","Middle East & North Africa","1925",108683,26.3043,2281
"34764","Latvia","Europe & Central Asia","1925",1482686,52.9294231225139,2129
"34765","Lebanon","Middle East & North Africa","1925",699479,29.9533,3203
"34766","Lesotho","Sub-Saharan Africa","1925",584540,33.5169,421
"34767","Liberia","Sub-Saharan Africa","1925",725339,32.0246,1030
"34768","Libya","Middle East & North Africa","1925",958280,34.0548,3817
"34769","Lithuania","Europe & Central Asia","1925",1954935,50.542,3614
"34770","Luxembourg","Europe & Central Asia","1925",243705,54.8408,6988
"34771","Macao, China","East Asia & Pacific","1925",84533,38.9145,1884
"34772","Macedonia, FYR","Europe & Central Asia","1925",956669,38.6491191347732,1933
"34773","Madagascar","Sub-Saharan Africa","1925",3312615,31.0929,1145
"34774","Malawi","Sub-Saharan Africa","1925",1226438,30.376,356
"34775","Malaysia","East Asia & Pacific","1925",3525501,30.7254,2098
"34776","Maldives","South Asia","1925",65262,33.6317,845
"34777","Mali","Sub-Saharan Africa","1925",3570023,27.0492,629
"34778","Malta","Europe & Central Asia","1925",257050,53.7511923076923,2052
"34779","Mauritania","Sub-Saharan Africa","1925",579393,32.567,910
"34780","Mauritius","Sub-Saharan Africa","1925",375318,38.72123499108,1729
"34781","Mexico","America","1925",15072751,32.2631,3191
"34782","Micronesia, Fed. Sts.","East Asia & Pacific","1925",27084,26.5966,705
"34783","Moldova","Europe & Central Asia","1925",1774278,35.3300833333333,1099
"34784","Mongolia","East Asia & Pacific","1925",731355,31.6937,728
"34785","Montenegro","Europe & Central Asia","1925",303030,39.4461,2984
"34786","Morocco","Middle East & North Africa","1925",5687271,33.5824,1141
"34787","Mozambique","Sub-Saharan Africa","1925",4862656,31.2516333333335,423
"34788","Myanmar","East Asia & Pacific","1925",13279350,30.7012,1466
"34789","Namibia","Sub-Saharan Africa","1925",232992,33.0332,2605
"34790","Nepal","South Asia","1925",6228667,33.3972,878
"34791","Netherlands","Europe & Central Asia","1925",6846453,63.19,8562
"34792","New Zealand","East Asia & Pacific","1925",1236395,58.6125128205129,8893
"34793","Nicaragua","America","1925",759914,26.8325273684211,3246
"34794","Niger","Sub-Saharan Africa","1925",2169089,31.5,770
"34795","Nigeria","Sub-Saharan Africa","1925",18664138,31.66,1685
"34796","Norway","Europe & Central Asia","1925",2634635,62.502,5772
"34797","Oman","Middle East & North Africa","1925",444064,32.619,1935
"34798","Pakistan","South Asia","1925",21317683,27.1118,1359
"34799","Panama","America","1925",479942,35.2282,2777
"34800","Papua New Guinea","East Asia & Pacific","1925",1411959,32.5789,811
"34801","Paraguay","America","1925",710007,35.8213,3099
"34802","Peru","America","1925",4741538,35.5745,3658
"34803","Philippines","East Asia & Pacific","1925",9410424,31.2468,2238
"34804","Poland","Europe & Central Asia","1925",24166006,47.9999565217391,3560
"34805","Portugal","Europe & Central Asia","1925",6057815,35.623,2674
"34806","Puerto Rico","America","1925",1319067,39.555,2969
"34807","Qatar","Middle East & North Africa","1925",18514,30.9457,2232
"34808","Romania","Europe & Central Asia","1925",12320811,38.3160666666666,2954
"34809","Russia","Europe & Central Asia","1925",77871987,35.164,2895
"34810","Rwanda","Sub-Saharan Africa","1925",1803946,25.1398,506
"34811","Samoa","East Asia & Pacific","1925",36337,26.4023,2224
"34812","Sao Tome and Principe","Sub-Saharan Africa","1925",48309,31.2241,1084
"34813","Saudi Arabia","Middle East & North Africa","1925",2737469,33.1908,1056
"34814","Senegal","Sub-Saharan Africa","1925",2016303,25.1773,1010
"34815","Serbia","Europe & Central Asia","1925",5159406,39.2753666666667,3738
"34816","Seychelles","Sub-Saharan Africa","1925",24792,51.426075,1925
"34817","Sierra Leone","Sub-Saharan Africa","1925",1586990,26.3599,1150
"34818","Singapore","East Asia & Pacific","1925",395975,38.0860333333333,4135
"34819","Slovak Republic","Europe & Central Asia","1925",3067472,46.7493333333333,4457
"34820","Slovenia","Europe & Central Asia","1925",1131761,40.9797333333333,3940
"34821","Solomon Islands","East Asia & Pacific","1925",75170,25.3447,618
"34822","Somalia","Sub-Saharan Africa","1925",1865310,30.4142,838
"34823","South Africa","Sub-Saharan Africa","1925",7155299,33.9675,5130
"34824","Spain","Europe & Central Asia","1925",21308441,46.906,3970
"34825","Sri Lanka","South Asia","1925",5281322,39.8039803384251,1855
"34826","Sudan","Sub-Saharan Africa","1925",4990580,31.8269,1044
"34827","Suriname","America","1925",169910,33.0532,3697
"34828","Swaziland","Sub-Saharan Africa","1925",115176,32.9255,925
"34829","Sweden","Europe & Central Asia","1925",5870418,62.54,5891
"34830","Switzerland","Europe & Central Asia","1925",3865690,59.936,12980
"34831","Syria","Middle East & North Africa","1925",2200281,31.4236,1690
"34832","Tajikistan","Europe & Central Asia","1925",1156226,31.4123,1009
"34833","Tanzania","Sub-Saharan Africa","1925",4254103,32.8986,770
"34834","Thailand","East Asia & Pacific","1925",10024952,30.8381,1265
"34835","Timor-Leste","East Asia & Pacific","1925",411564,29.7472,665
"34836","Togo","Sub-Saharan Africa","1925",1067807,31.8432,1068
"34837","Tonga","East Asia & Pacific","1925",24671,28.3624,1050
"34838","Trinidad and Tobago","America","1925",387111,41.6219,2686
"34839","Tunisia","Middle East & North Africa","1925",2152882,29.8707,1308
"34840","Turkey","Europe & Central Asia","1925",14200404,35.3909,1725
"34841","Turkmenistan","Europe & Central Asia","1925",917936,29.3292,1913
"34842","Uganda","Sub-Saharan Africa","1925",2904119,24.8475,752
"34843","Ukraine","Europe & Central Asia","1925",28213816,42.623,1542
"34844","United Arab Emirates","Middle East & North Africa","1925",54703,31.0586,2278
"34845","United Kingdom","Europe & Central Asia","1925",43825720,58.49,8407
"34846","United States","America","1925",108441644,58.478,10316
"34847","Uruguay","America","1925",1377048,32.8783,7335
"34848","Uzbekistan","Europe & Central Asia","1925",5251813,34.2796,698
"34849","Vanuatu","East Asia & Pacific","1925",41806,25.0631,935
"34850","Venezuela","America","1925",3230455,32.4451,3166
"34851","West Bank and Gaza","Middle East & North Africa","1925",348418,32.6664,1248
"34852","Vietnam","East Asia & Pacific","1925",18182468,31.7406,1109
"34853","Zambia","Sub-Saharan Africa","1925",958388,33.5056,1266
"34854","Zimbabwe","Sub-Saharan Africa","1925",2200198,33.9982,1011
"34855","South Sudan","Sub-Saharan Africa","1925",2248071,27.9157,1036
"34856","Afghanistan","South Asia","1926",5813814,27.53636,890
"34857","Albania","Europe & Central Asia","1926",963956,35.37024,1629
"34858","Algeria","Middle East & North Africa","1926",6063800,31.71608,2713
"34859","Angola","Sub-Saharan Africa","1926",3387663,28.26016,1498
"34860","Antigua and Barbuda","America","1926",30000,37.7821710344828,1955
"34861","Argentina","America","1926",8884894,52.89812,7600
"34862","Armenia","Europe & Central Asia","1926",1025070,43.98784,755
"34863","Aruba","America","1926",32539,38.5569310344828,2151
"34864","Australia","East Asia & Pacific","1926",5345428,62.9628,9155
"34865","Austria","Europe & Central Asia","1926",6459401,53.6368,6688
"34866","Azerbaijan","Europe & Central Asia","1926",2189291,39.3268,1575
"34867","Bahamas","America","1926",53436,38.9757710344828,4323
"34868","Bahrain","Middle East & North Africa","1926",87364,30.486,2823
"34869","Bangladesh","South Asia","1926",32566951,24.5544,1197
"34870","Barbados","America","1926",158370,36.6982510344828,2084
"34871","Belarus","Europe & Central Asia","1926",5909582,48.2236,1267
"34872","Belgium","Europe & Central Asia","1926",7554691,56.9736,9015
"34873","Belize","America","1926",44561,35.69608,1316
"34874","Benin","Sub-Saharan Africa","1926",1689073,31.5904,1033
"34875","Bhutan","South Asia","1926",151434,30.25736,784
"34876","Bolivia","America","1926",2333955,33.5562,2342
"34877","Bosnia and Herzegovina","Europe & Central Asia","1926",2036931,38.41468,1318
"34878","Botswana","Sub-Saharan Africa","1926",152437,34.33692,690
"34879","Brazil","America","1926",27660862,32.23492,1834
"34880","Brunei","East Asia & Pacific","1926",25463,39.8670492307692,2172
"34881","Bulgaria","Europe & Central Asia","1926",5085764,45.2556,1957
"34882","Burkina Faso","Sub-Saharan Africa","1926",3442161,29.8846,536
"34883","Burundi","Sub-Saharan Africa","1926",1823651,26.10404,475
"34884","Cambodia","East Asia & Pacific","1926",3326194,35.70056,1061
"34885","Cameroon","Sub-Saharan Africa","1926",2506103,29.48164,1119
"34886","Canada","America","1926",8764205,57.984,7468
"34887","Cape Verde","Sub-Saharan Africa","1926",135600,34.81844,808
"34888","Chad","Sub-Saharan Africa","1926",1484476,32.13228,816
"34889","Chile","America","1926",3760459,36.13312,4163
"34890","China","East Asia & Pacific","1926",462750597,32.041904,1040
"34891","Colombia","America","1926",6394596,32.62364,2166
"34892","Comoros","Sub-Saharan Africa","1926",122773,32.46996,791
"34893","Congo, Dem. Rep.","Sub-Saharan Africa","1926",9945931,32.23396,992
"34894","Congo, Rep.","Sub-Saharan Africa","1926",646890,32.4972,1060
"34895","Costa Rica","America","1926",420818,39.81696,2651
"34896","Cote d'Ivoire","Sub-Saharan Africa","1926",2129255,32.14096,1509
"34897","Croatia","Europe & Central Asia","1926",2959916,40.76448,3965
"34898","Cuba","America","1926",3067116,39.629864,4925
"34899","Cyprus","Europe & Central Asia","1926",308148,48.32288,2915
"34900","Denmark","Europe & Central Asia","1926",3242599,61.7004,8326
"34901","Djibouti","Middle East & North Africa","1926",48984,31.0928,1569
"34902","Ecuador","America","1926",1869330,33.46508,1541
"34903","Egypt","Middle East & North Africa","1926",13103160,32.94252,1518
"34904","El Salvador","America","1926",1171634,29.10824,2566
"34905","Equatorial Guinea","Sub-Saharan Africa","1926",113669,30.66964,446
"34906","Eritrea","Sub-Saharan Africa","1926",767181,30.86852,716
"34907","Estonia","Europe & Central Asia","1926",835438,52.5414919678727,2735
"34908","Ethiopia","Sub-Saharan Africa","1926",11856154,29.92212,554
"34909","Fiji","East Asia & Pacific","1926",155276,27.54952,1493
"34910","Finland","Europe & Central Asia","1926",3140763,53.8108,4023
"34911","France","Europe & Central Asia","1926",39069937,54.0708,6284
"34912","Gabon","Sub-Saharan Africa","1926",369219,31.5036,472
"34913","Gambia","Sub-Saharan Africa","1926",217254,30.38112,915
"34914","Georgia","Europe & Central Asia","1926",2673184,42.29428,890
"34915","Germany","Europe & Central Asia","1926",62277173,57.8515011607962,6015
"34916","Ghana","Sub-Saharan Africa","1926",2420362,29.2402,2144
"34917","Greece","Europe & Central Asia","1926",5640215,47.88212,4628
"34918","Greenland","Europe & Central Asia","1926",18711,37.7821677899166,1587
"34919","Grenada","America","1926",66462,40.98484,1509
"34920","Guatemala","America","1926",1723811,25.7589938461538,2218
"34921","Guinea","Sub-Saharan Africa","1926",2370207,31.972728275862,566
"34922","Guinea-Bissau","Sub-Saharan Africa","1926",436906,32.04152,843
"34923","Guyana","America","1926",326874,38.7905377777778,2816
"34924","Haiti","America","1926",2144973,28.97552,1868
"34925","Honduras","America","1926",733457,34.5588,2448
"34926","Hong Kong, China","East Asia & Pacific","1926",637575,40.3442,2481
"34927","Hungary","Europe & Central Asia","1926",7956033,46.956896,4239
"34928","Iceland","Europe & Central Asia","1926",117013,60.7888,3343
"34929","India","South Asia","1926",267795301,27.04608,1268
"34930","Indonesia","East Asia & Pacific","1926",47287780,30.51744,1636
"34931","Iran","Middle East & North Africa","1926",11758739,26.03728,2067
"34932","Iraq","Middle East & North Africa","1926",3017350,31.78812,2066
"34933","Ireland","Europe & Central Asia","1926",3071970,57.6372,4417
"34934","Israel","Middle East & North Africa","1926",430747,31.9898,1193
"34935","Italy","Europe & Central Asia","1926",37422220,50.9528,5548
"34936","Jamaica","America","1926",854667,40.68092,1445
